,IMDBId,movie title,language,country,runtime (mins),mpaarating,metacritic score,budget,distributionCompany,Awards,Total_Noms,writer1,writer2,director,Lead_Actor,Supporting_Actor_1,Supporting_Actor_2,genre,main_genre,subgenre,release_date,season,Award_Year,Awards_Best Actor in a Leading Role,Awards_Best Actor in a Supporting Role,Awards_Best Actress in a Leading Role,Awards_Best Art Direction-Set Decoration,Awards_Best Cinematography,Awards_Best Director,Awards_Best Film Editing,Awards_Best Motion Picture of the Year,Awards_Best Picture,Awards_Best Sound,Dir_Prev_Score,Director_Avg_Score,Total_Director_Movies,Lead_Actor_Prev_Score,Lead_Actor_Avg_Score,Total_Movies_Lead_Actor,Award_Prev_Score,Award_Avg_Score,Avg_Rating_by_Genre,Avg_Rating_by_MPAA_Rating,Avg_Rating_by_season,Avg_Rating_by_Distribution_company,Writer_Prev_Score,Avg_Rating_by_writer,Buena Vista Pictures,Columbia Pictures,Focus Features,Miramax,Paramount Pictures,Sony Pictures Classics,Twentieth Century Fox,Universal Pictures,Walt Disney Studios Motion Pictures,Warner Bros.,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Documentary,Genre_Drama,Genre_Horror,Genre_Mystery,Subgenre_Adventure,Subgenre_Comedy,Subgenre_Crime,Subgenre_Drama,Subgenre_Fantasy,Subgenre_History,Subgenre_Music,Subgenre_Mystery,Subgenre_Romance,Subgenre_Thriller,Director_Barry Levinson,Director_Clint Eastwood,Director_Martin Scorsese,Director_Ridley Scott,Director_Robert Zemeckis,Director_Ron Howard,Director_Stephen Frears,Director_Steven Spielberg,Director_Tim Burton,Director_Woody Allen,Lead_Actor_Brad Pitt,Lead_Actor_Denzel Washington,Lead_Actor_Harrison Ford,Lead_Actor_Johnny Depp,Lead_Actor_Leonardo DiCaprio,Lead_Actor_Meryl Streep,Lead_Actor_Michael Douglas,Lead_Actor_Robin Williams,Lead_Actor_Tom Cruise,Lead_Actor_Tom Hanks,Fall,Spring,Summer,Winter,G,Not Rated,PG,PG-13,R,Unrated,Writer_Aaron Sorkin,Writer_George Miller,Writer_Joel Coen,Writer_John Logan,Writer_Lawrence Kasdan,Writer_Lee Hall,Writer_Paul Thomas Anderson,Writer_Pedro Almodóvar,Writer_Quentin Tarantino,Writer_Woody Allen
2929,tt0089901,Remo Williams: The Adventure Begins,English,USA,121,PG-13,46.0,14442028.985507244,Orion Pictures,Best Makeup,1,Richard Sapir,Warren Murphy,Guy Hamilton,Fred Ward,Joel Grey,Wilford Brimley,Action' 'Adventure,Action,Adventure,1985-10-11,Fall,1985.0,,,,,,,,,,,,,1,,,1,73.0,66.5,66.54117647058824,69.28664495114006,72.53125,69.95238095238095,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,
2930,tt0321376,Balseros,Spanish,Spain,120,Not Rated,73.0,,Seventh Art Releasing,"Best Documentary, Features",1,Carles Bosch,David Trueba,Carles Bosch,Guillermo Armas,Maria Celeste Arraras,Rafael Cano,Documentary,Documentary,,2002-04-12,Spring,2002.0,,,,,,,,,,,,,1,,,1,81.0,81.0,81.3076923076923,78.44117647058823,68.07826086956521,73.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,
2931,tt3874544,The Boss Baby,English,USA,97,PG,50.0,125000000.0,Twentieth Century Fox,Best Animated Feature Film,1,Michael McCullers,Marla Frazee,Tom McGrath,Alec Baldwin,Steve Buscemi,Jimmy Kimmel,Animation' 'Adventure,Animation,Adventure,2017-03-31,Winter,2017.0,,,,,,,,,,,,,1,70.0,70.0,2,,,74.51020408163265,69.61320754716981,72.63362068965517,70.2948717948718,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,
2932,tt0381849,3:10 to Yuma,English,USA,122,R,76.0,55000000.0,Lionsgate,"Best Achievement in Music Written for Motion Pictures, Original Score",2,Halsted Welles,Michael Brandt,James Mangold,Russell Crowe,Christian Bale,Ben Foster,Action' 'Crime,Action,Crime,2007-09-07,Fall,2007.0,,,,,,,,,,,72.0,58.0,5,69.0,75.0,6,49.0,46.5,70.6470588235294,74.00187265917603,72.53125,77.78571428571429,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,
2934,tt0310281,A Mighty Wind,English,USA,91,PG-13,81.0,59703105.59006211,Warner Bros.,"Best Music, Original Song",1,Christopher Guest,Eugene Levy,Christopher Guest,Christopher Guest,Eugene Levy,Michael McKean,Comedy' 'Music,Comedy,Music,2003-05-09,Spring,2003.0,,,,,,,,,,,,,1,,,1,69.0,73.0,82.5,69.28664495114006,68.07826086956521,68.94949494949495,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,
2935,tt0455824,Australia,English,UK,165,PG-13,53.0,130000000.0,Twentieth Century Fox,Best Achievement in Costume Design,1,Stuart Beattie,Baz Luhrmann,Baz Luhrmann,Nicole Kidman,Hugh Jackman,Shea Adams,Adventure' 'Comedy,Adventure,Comedy,2008-11-26,Fall,2008.0,,,,,,,,,,,66.0,63.0,3,51.0,58.5,5,56.0,63.0,65.14285714285714,69.28664495114006,72.53125,70.2948717948718,71.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,
2936,tt0435761,Toy Story 3,English,USA,103,G,92.0,200000000.0,Walt Disney Studios Motion Pictures,Best Motion Picture of the Year,5,John Lasseter,Andrew Stanton,Lee Unkrich,Tom Hanks,Tim Allen,Joan Cusack,Animation' 'Adventure,Animation,Adventure,2010-06-18,Summer,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,2,67.0,64.0,19,85.0,84.0,74.51020408163265,75.32352941176471,72.34599156118144,70.86111111111111,73.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,
2941,tt0080474,Brubaker,English,USA,131,R,54.0,9000000.0,Twentieth Century Fox,"Best Writing, Screenplay Written Directly for the Screen",1,W.D. Richter,W.D. Richter,Stuart Rosenberg,Robert Redford,Yaphet Kotto,Morgan Freeman,Crime' 'Drama,Crime,Drama,1980-06-20,Summer,1980.0,,,,,,,,,,,28.0,28.0,3,64.0,64.0,4,,,73.75,74.00187265917603,72.34599156118144,70.2948717948718,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,
2942,tt0344510,A Very Long Engagement,French,France,133,R,76.0,56600000.0,Warner Independent Pictures,Best Achievement in Cinematography,2,Sébastien Japrisot,Jean-Pierre Jeunet,Jean-Pierre Jeunet,Audrey Tautou,Gaspard Ulliel,Jodie Foster,Drama' 'Mystery,Drama,Mystery,2005-01-14,Winter,2005.0,,,,,,,,,,,69.0,69.0,2,69.0,69.0,3,40.0,43.5,73.14814814814815,74.00187265917603,72.63362068965517,76.83333333333333,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
2944,tt1536048,W.E.,English,UK,119,R,37.0,15000000.0,The Weinstein Company,Best Achievement in Costume Design,1,Madonna,Alek Keshishian,Madonna,Abbie Cornish,"""James D'Arcy""",Andrea Riseborough,Drama' 'History,Drama,History,2012-01-20,Winter,2012.0,,,,,,,,,,,,,1,81.0,81.0,2,50.0,63.0,70.2,74.00187265917603,72.63362068965517,70.31818181818181,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
2945,tt0094898,Coming to America,English,USA,116,R,47.0,39000000.0,Paramount Pictures,Best Costume Design,2,Eddie Murphy,David Sheffield,John Landis,Eddie Murphy,Paul Bates,Garcelle Beauvais,Comedy' 'Romance,Comedy,Romance,1988-06-29,Summer,1988.0,,,,,,,,,,,69.0,64.5,3,48.0,57.0,6,32.0,49.0,60.5,74.00187265917603,72.34599156118144,66.97029702970298,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,
2947,tt0096874,Back to the Future Part II,English,USA,108,PG,57.0,40000000.0,Universal Pictures,"Best Effects, Visual Effects",1,Robert Zemeckis,Bob Gale,Robert Zemeckis,Michael J. Fox,Christopher Lloyd,Lea Thompson,Adventure' 'Comedy,Adventure,Comedy,1989-11-22,Fall,1989.0,,,,,,,,,,,83.0,85.0,11,87.0,87.0,3,66.0,55.5,65.14285714285714,69.61320754716981,72.53125,67.13953488372093,87.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,
2948,tt0120889,What Dreams May Come,English,USA,113,PG-13,44.0,85000000.0,Polygram Filmed Entertainment,Best Art Direction-Set Decoration,2,Richard Matheson,Ronald Bass,Vincent Ward,Robin Williams,Cuba Gooding Jr.,Annabella Sciorra,Drama' 'Fantasy,Drama,Fantasy,1998-10-02,Fall,1998.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,70.0,71.0,9,74.0,69.0,62.09090909090909,69.28664495114006,72.53125,44.0,29.0,29.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,
2950,tt0103772,Basic Instinct,English,USA,127,R,41.0,49000000.0,TriStar Pictures,Best Film Editing,2,Joe Eszterhas,,Paul Verhoeven,Michael Douglas,Sharon Stone,George Dzundza,Drama' 'Mystery,Drama,Mystery,1992-03-20,Winter,1992.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57.0,57.0,4,56.0,61.5,8,73.0,66.5,73.14814814814815,74.00187265917603,72.63362068965517,62.27272727272727,60.0,60.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
2952,tt9806192,I Lost My Body,French,France,81,R,80.0,102840000.0,Netflix,Best Animated Feature Film,1,Jérémy Clapin,Guillaume Laurant,Jérémy Clapin,Hakim Faris,Victoire Du Bois,"""Patrick d'Assumçao""",Animation' 'Drama,Animation,Drama,2019-11-15,Fall,2019.0,,,,,,,,,,,,,1,,,1,68.0,69.5,76.8,74.00187265917603,72.53125,89.0,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,
2953,tt1229822,Jane Eyre,English,UK,120,PG-13,76.0,21787378.640776694,Focus Features,Best Achievement in Costume Design,1,Charlotte Brontë,Moira Buffini,Cary Joji Fukunaga,Mia Wasikowska,Michael Fassbender,Jamie Bell,Drama' 'Romance,Drama,Romance,2011-04-22,Spring,2011.0,,,,,,,,,,,,,1,53.0,53.0,2,79.0,72.0,71.075,69.28664495114006,68.07826086956521,78.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,
2954,tt0490215,Silence,English,USA,161,R,79.0,46000000.0,Paramount Pictures,Best Achievement in Cinematography,1,Jay Cocks,Martin Scorsese,Martin Scorsese,Andrew Garfield,Adam Driver,Liam Neeson,Drama' 'History,Drama,History,2017-01-13,Winter,2017.0,,,,,,,,,,,75.0,79.0,15,71.0,71.0,2,82.0,70.5,70.2,74.00187265917603,72.63362068965517,66.97029702970298,72.0,72.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
2955,tt0185014,Wonder Boys,English,USA,107,R,73.0,55000000.0,Paramount Pictures,Best Film Editing,3,Michael Chabon,Steve Kloves,Curtis Hanson,Michael Douglas,Tobey Maguire,Frances McDormand,Comedy' 'Drama,Comedy,Drama,2000-02-25,Winter,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90.0,90.0,3,67.0,54.0,8,85.0,75.0,75.18518518518519,74.00187265917603,72.63362068965517,66.97029702970298,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
2958,tt0265666,The Royal Tenenbaums,English,USA,110,R,76.0,21000000.0,Buena Vista Pictures,"Best Writing, Screenplay Written Directly for the Screen",1,Wes Anderson,Owen Wilson,Wes Anderson,Gene Hackman,Gwyneth Paltrow,Anjelica Huston,Comedy' 'Drama,Comedy,Drama,2002-01-04,Winter,2002.0,,,,,,,,,,,,,5,65.0,70.5,4,80.0,77.5,75.18518518518519,74.00187265917603,72.63362068965517,68.88636363636364,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
2959,tt0119094,Face/Off,English,USA,138,R,82.0,80000000.0,Paramount Pictures,"Best Effects, Sound Effects Editing",1,Mike Werb,Michael Colleary,John Woo,John Travolta,Nicolas Cage,Joan Allen,Action' 'Crime,Action,Crime,1997-06-27,Summer,1997.0,,,,,,,,,,,,,1,94.0,94.0,5,74.0,76.0,70.6470588235294,74.00187265917603,72.34599156118144,66.97029702970298,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,
2960,tt0107614,Mrs. Doubtfire,English,USA,125,PG-13,53.0,25000000.0,Twentieth Century Fox,Best Makeup,1,Anne Fine,Randi Mayem Singer,Chris Columbus,Robin Williams,Sally Field,Pierce Brosnan,Comedy' 'Drama,Comedy,Drama,1993-11-24,Fall,1993.0,,,,,,,,,,,,,2,79.0,73.0,9,74.0,56.0,75.18518518518519,69.28664495114006,72.53125,70.2948717948718,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,
2961,tt0103776,Batman Returns,English,USA,126,PG-13,68.0,80000000.0,Warner Bros.,"Best Effects, Visual Effects",2,Bob Kane,Daniel Waters,Tim Burton,Michael Keaton,Danny DeVito,Michelle Pfeiffer,Action' 'Crime,Action,Crime,1992-06-19,Summer,1992.0,,,,,,,,,,,74.0,71.5,11,69.0,69.0,3,59.0,58.0,70.6470588235294,69.28664495114006,72.34599156118144,68.94949494949495,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,
2963,tt0088915,A Chorus Line,English,USA,113,PG-13,46.0,27000000.0,Columbia Pictures,Best Film Editing,3,Arnold Schulman,Michael Bennett,Richard Attenborough,Michael Douglas,Terrence Mann,Michael Blevins,Drama' 'Music,Drama,Music,1985-12-20,Winter,1985.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,79.0,79.0,4,63.0,63.0,8,63.0,64.5,66.48148148148148,69.28664495114006,72.63362068965517,68.90277777777777,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,
2966,tt1587310,Maleficent,English,USA,97,PG,56.0,180000000.0,Walt Disney Studios Motion Pictures,Best Achievement in Costume Design,1,Linda Woolverton,Charles Perrault,Robert Stromberg,Angelina Jolie,Elle Fanning,Sharlto Copley,Action' 'Adventure,Action,Adventure,2014-05-30,Spring,2014.0,,,,,,,,,,,,,1,65.0,64.0,3,57.0,51.5,66.54117647058824,69.61320754716981,68.07826086956521,70.86111111111111,53.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,,,,,,,,,,
2967,tt0206634,Children of Men,English,USA,109,R,84.0,76000000.0,Universal Pictures,"Best Writing, Adapted Screenplay",3,Alfonso Cuarón,Timothy J. Sexton,Alfonso Cuarón,Julianne Moore,Clive Owen,Chiwetel Ejiofor,Adventure' 'Drama,Adventure,Drama,2007-01-05,Winter,2007.0,,,,,,,,,,,82.0,82.5,5,84.0,84.0,3,89.0,82.0,70.24137931034483,74.00187265917603,72.63362068965517,67.13953488372093,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
2970,tt1798709,Her,English,USA,126,R,90.0,23000000.0,Warner Bros.,Best Motion Picture of the Year,5,Spike Jonze,,Spike Jonze,Joaquin Phoenix,Amy Adams,Scarlett Johansson,Drama' 'Romance,Drama,Romance,2014-01-10,Winter,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83.0,86.5,3,72.0,60.0,4,75.0,82.5,71.075,74.00187265917603,72.63362068965517,68.94949494949495,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
2975,tt0112883,Don Juan DeMarco,English,USA,97,PG-13,63.0,25000000.0,New Line Cinema,"Best Music, Original Song",1,Lord Byron,Jeremy Leven,Jeremy Leven,Johnny Depp,Marlon Brando,Faye Dunaway,Comedy' 'Drama,Comedy,Drama,1995-04-07,Spring,1995.0,,,,,,,,,,,,,1,70.0,71.5,10,59.0,55.0,75.18518518518519,69.28664495114006,68.07826086956521,69.55555555555556,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,
2976,tt0366548,Happy Feet,English,USA,108,PG,77.0,100000000.0,Village Roadshow Entertainment,Best Animated Feature Film of the Year,1,George Miller,John Collee,George Miller,Elijah Wood,Brittany Murphy,Hugh Jackman,Animation' 'Adventure,Animation,Adventure,2006-11-17,Fall,2006.0,,,,,,,,,,,68.0,74.0,5,94.0,93.0,3,68.0,77.5,74.51020408163265,69.61320754716981,72.53125,77.0,68.0,74.0,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2977,tt4302938,Kubo and the Two Strings,English,USA,101,PG,84.0,60000000.0,Focus Features,Best Achievement in Visual Effects,2,Marc Haimes,Chris Butler,Travis Knight,Charlize Theron,Art Parkinson,Matthew McConaughey,Animation' 'Action,Animation,Action,2016-08-19,Summer,2016.0,,,,,,,,,,,,,1,68.0,71.0,4,77.0,78.0,75.58333333333333,69.61320754716981,72.34599156118144,78.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,
2979,tt0104427,Hoffa,English,USA,140,R,50.0,35000000.0,Twentieth Century Fox,Best Cinematography,2,David Mamet,,Danny DeVito,Jack Nicholson,Danny DeVito,Armand Assante,Biography' 'Crime,Biography,Crime,1992-12-25,Winter,1992.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,2,56.0,61.5,7,68.0,67.5,76.21052631578948,74.00187265917603,72.63362068965517,70.2948717948718,82.0,80.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
2981,tt0114319,Sabrina,English,Germany,127,PG,56.0,58000000.0,Paramount Pictures,"Best Music, Original Musical or Comedy Score",2,Samuel A. Taylor,Billy Wilder,Sydney Pollack,Harrison Ford,Julia Ormond,Greg Kinnear,Comedy' 'Drama,Comedy,Drama,1995-12-15,Winter,1995.0,,,,,,,,,,,58.0,63.5,6,74.0,80.5,9,95.0,81.0,75.18518518518519,69.61320754716981,72.63362068965517,66.97029702970298,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,
2983,tt0120616,The Mummy,English,USA,124,PG-13,48.0,80000000.0,Universal Pictures,Best Sound,1,Stephen Sommers,Lloyd Fonvielle,Stephen Sommers,Brendan Fraser,Rachel Weisz,John Hannah,Action' 'Adventure,Action,Adventure,1999-05-07,Spring,1999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1,,,1,62.0,60.0,66.54117647058824,69.28664495114006,68.07826086956521,67.13953488372093,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,
