IMDBId,movie title,director(s),writer(s),casts,genre(s),language,country,runtime (mins),mpaarating,release date,metacritic score,budget,distributionCompany
tt0089424,Kiss of the Spider Woman,['Hector Babenco'],"['Manuel Puig', 'Leonard Schrader']","['William Hurt', 'Raul Julia', 'Sônia Braga']",['Drama'],English,Brazil,2h,R,26 July 1985 ,80.0,,Island Pictures
tt3203606,Trumbo,['Jay Roach'],"['John McNamara', 'Bruce Cook']","['Bryan Cranston', 'Diane Lane', 'Helen Mirren']","['Biography', 'Drama']",English,USA,2h 4min,R,27 November 2015 ,60.0,15000000.0,Bleecker Street Media
tt0117666,Sling Blade,['Billy Bob Thornton'],"['Billy Bob Thornton', 'Billy Bob Thornton']","['Billy Bob Thornton', 'Dwight Yoakam', 'J.T. Walsh']",['Drama'],English,USA,2h 15min,R,14 March 1997 ,84.0,1000000.0,Miramax
tt1173745,Revanche,['Götz Spielmann'],['Götz Spielmann'],"['Johannes Krisch', 'Irina Potapenko', 'Andreas Lust']","['Crime', 'Drama', 'Romance', 'Thriller']",German,Austria,2h 1min,Not Rated,16 May 2008 ,84.0,,Janus Films
tt3966404,Mustang,['Deniz Gamze Ergüven'],"['Deniz Gamze Ergüven', 'Alice Winocour']","['Günes Sensoy', 'Doga Zeynep Doguslu', 'Tugba Sunguroglu']",['Drama'],Turkish,Turkey,1h 37min,PG-13,17 June 2015 ,83.0,,Cohen Media Group
tt0104348,Glengarry Glen Ross,['James Foley'],"['David Mamet', 'David Mamet']","['Al Pacino', 'Jack Lemmon', 'Alec Baldwin']","['Crime', 'Drama', 'Mystery']",English,USA,1h 40min,R,2 October 1992 ,82.0,12500000.0,New Line Cinema
tt0078868,Confidence,['István Szabó'],"['István Szabó', 'István Szabó', '1 more credit']","['Ildikó Bánsági', 'Péter Andorai', 'Oszkárné Gombik']",['Drama'],Hungarian,Hungary,1h 45min,Not Rated,10 January 1980 ,,,New Yorker Films
tt3682448,Bridge of Spies,['Steven Spielberg'],"['Matt Charman', 'Ethan Coen', '1 more credit']","['Tom Hanks', 'Mark Rylance', 'Alan Alda']","['Drama', 'History', 'Thriller']",English,Germany,2h 22min,PG-13,16 October 2015 ,81.0,40000000.0,Walt Disney Studios Motion Pictures
tt0338309,Evil,['Mikael Håfström'],"['Jan Guillou', 'Hans Gunnarsson', '1 more credit']","['Andreas Wilson', 'Henrik Lundström', 'Gustaf Skarsgård']",['Drama'],Swedish,Sweden,1h 53min,Not Rated,26 September 2003 ,61.0,,Magnolia Pictures
tt0109771,Farinelli,['Gérard Corbiau'],"['Andrée Corbiau', 'Gérard Corbiau', '4 more credits']","['Stefano Dionisi', 'Enrico Lo Verso', 'Elsa Zylberstein']","['Biography', 'Drama', 'Music']",French,France,1h 51min,R,17 March 1995 ,,,Sony Pictures Classics
tt0095647,Mississippi Burning,['Alan Parker'],['Chris Gerolmo'],"['Gene Hackman', 'Willem Dafoe', 'Frances McDormand']","['Crime', 'Drama', 'History', 'Mystery', 'Thriller']",English,USA,2h 8min,R,27 January 1989 ,65.0,15000000.0,Orion Pictures
tt1895587,Spotlight,['Tom McCarthy'],"['Josh Singer', 'Tom McCarthy']","['Mark Ruffalo', 'Michael Keaton', 'Rachel McAdams']","['Biography', 'Crime', 'Drama']",English,USA,2h 9min,R,20 November 2015 ,93.0,20000000.0,Open Road Films
tt0080798,Gloria,['John Cassavetes'],['John Cassavetes'],"['Gena Rowlands', 'Buck Henry', 'Julie Carmen']","['Crime', 'Drama', 'Thriller']",English,USA,2h 3min,PG,1 October 1980 ,68.0,,Columbia Pictures
tt0472062,Charlie Wilson's War,['Mike Nichols'],"['Aaron Sorkin', 'George Crile']","['Tom Hanks', 'Julia Roberts', 'Philip Seymour Hoffman']","['Biography', 'Comedy', 'Drama', 'History']",English,USA,1h 42min,R,21 December 2007 ,67.0,75000000.0,Universal Pictures
tt0101902,For the Boys,['Mark Rydell'],"['Neal Jimenez', 'Lindy Laub', '3 more credits']","['Bette Midler', 'James Caan', 'George Segal']","['Comedy', 'Drama', 'Music']",English,USA,2h 18min,R,27 November 1991 ,,40000000.0,Twentieth Century Fox
tt0092569,Anna,['Yurek Bogayevicz'],"['Yurek Bogayevicz', 'Agnieszka Holland', '1 more credit']","['Sally Kirkland', 'Paulina Porizkova', 'Robert Fields']",['Drama'],English,USA,1h 40min,PG-13,28 November 1987 ,,,Vestron Pictures
tt0383694,Vera Drake,['Mike Leigh'],['Mike Leigh'],"['Imelda Staunton', 'Jim Broadbent', 'Heather Craney']","['Crime', 'Drama']",English,UK,2h 5min,R,4 February 2005 ,83.0,11000000.0,Fine Line Features
tt0978759,Frozen River,['Courtney Hunt'],['Courtney Hunt'],"['Melissa Leo', 'Misty Upham', 'Charlie McDermott']","['Crime', 'Drama']",English,USA,1h 37min,R,5 September 2008 ,82.0,1000000.0,Sony Pictures Classics
tt0117631,Shine,['Scott Hicks'],"['Jan Sardi', 'Scott Hicks']","['Geoffrey Rush', 'Armin Mueller-Stahl', 'Justin Braine']","['Biography', 'Drama', 'Music', 'Romance']",English,Australia,1h 45min,PG-13,14 February 1997 ,87.0,5500000.0,Fine Line Features
tt0103791,Belle Epoque,['Fernando Trueba'],"['Rafael Azcona', 'Rafael Azcona', '2 more credits']","['Fernando Fernán Gómez', 'Jorge Sanz', 'Penélope Cruz']","['Comedy', 'Drama', 'Romance']",Spanish,Spain,1h 49min,R,25 February 1994 ,,,Sony Pictures Classics
tt0308644,Finding Neverland,['Marc Forster'],"['Allan Knee', 'David Magee']","['Johnny Depp', 'Kate Winslet', 'Julie Christie']","['Biography', 'Drama', 'Family']",English,USA,1h 46min,PG,17 December 2004 ,67.0,25000000.0,Miramax
tt0117050,Shekvarebuli kulinaris ataserti retsepti,['Nana Dzhordzhadze'],"['Irakli Kvirikadze', 'André Grall', '1 more credit']","['Pierre Richard', 'Nino Kirtadze', 'Micheline Presle']","['Comedy', 'Romance']",French,France,1h 40min,PG-13,23 April 1997 ,,,Sony Pictures Classics
tt1853728,Django Unchained,['Quentin Tarantino'],['Quentin Tarantino'],"['Jamie Foxx', 'Christoph Waltz', 'Leonardo DiCaprio']","['Drama', 'Western']",English,USA,2h 45min,R,25 December 2012 ,81.0,100000000.0,The Weinstein Company
tt0089755,Out of Africa,['Sydney Pollack'],"['Karen Blixen', 'Judith Thurman', '2 more credits']","['Meryl Streep', 'Robert Redford', 'Klaus Maria Brandauer']","['Biography', 'Drama', 'Romance']",English,USA,2h 41min,PG,20 December 1985 ,69.0,31000000.0,Universal Pictures
tt1045658,Silver Linings Playbook,['David O. Russell'],"['David O. Russell', 'Matthew Quick']","['Bradley Cooper', 'Jennifer Lawrence', 'Robert De Niro']","['Comedy', 'Drama', 'Romance']",English,USA,2h 2min,R,25 December 2012 ,81.0,21000000.0,The Weinstein Company
tt0315983,House of Sand and Fog,['Vadim Perelman'],"['Andre Dubus III', 'Vadim Perelman', '1 more credit']","['Jennifer Connelly', 'Ben Kingsley', 'Ron Eldard']","['Crime', 'Drama']",English,USA,2h 6min,R,9 January 2004 ,71.0,16500000.0,DreamWorks Distribution
tt0080678,The Elephant Man,['David Lynch'],"['Christopher De Vore', 'Eric Bergren', '3 more credits']","['Anthony Hopkins', 'John Hurt', 'Anne Bancroft']","['Biography', 'Drama']",English,USA,2h 4min,PG,10 October 1980 ,78.0,5000000.0,Paramount Pictures
tt0096969,Born on the Fourth of July,['Oliver Stone'],"['Ron Kovic', 'Oliver Stone', '1 more credit']","['Tom Cruise', 'Bryan Larkin', 'Raymond J. Barry']","['Biography', 'Drama', 'War']",English,USA,2h 25min,R,5 January 1990 ,75.0,14000000.0,Universal Pictures
tt0079417,Kramer vs. Kramer,['Robert Benton'],"['Avery Corman', 'Robert Benton']","['Dustin Hoffman', 'Meryl Streep', 'Jane Alexander']",['Drama'],English,USA,1h 45min,PG,19 December 1979 ,77.0,8000000.0,Columbia Pictures
tt1149362,The White Ribbon,['Michael Haneke'],"['Michael Haneke', 'Michael Haneke']","['Christian Friedel', 'Ernst Jacobi', 'Leonie Benesch']","['Drama', 'History', 'Mystery', 'Thriller']",Latin,Germany,2h 24min,R,5 March 2010 ,82.0,18000000.0,Sony Pictures Classics
tt0340012,Being Julia,['István Szabó'],"['W. Somerset Maugham', 'Ronald Harwood']","['Annette Bening', 'Michael Gambon', 'Maury Chaykin']","['Comedy', 'Drama', 'Romance']",English,Canada,1h 44min,R,18 February 2005 ,65.0,18000000.0,Sony Pictures Classics
tt0405159,Million Dollar Baby,['Clint Eastwood'],"['Paul Haggis', 'F.X. Toole']","['Hilary Swank', 'Clint Eastwood', 'Morgan Freeman']","['Drama', 'Sport']",English,USA,2h 12min,PG-13,28 January 2005 ,86.0,30000000.0,Warner Bros.
tt2737050,"Two Days, One Night","['Jean-Pierre Dardenne', 'Luc Dardenne']","['Jean-Pierre Dardenne', 'Luc Dardenne']","['Marion Cotillard', 'Fabrizio Rongione', 'Catherine Salée']",['Drama'],French,Belgium,1h 35min,PG-13,21 May 2014 ,89.0,,Sundance Selects
tt0119396,Jackie Brown,['Quentin Tarantino'],"['Quentin Tarantino', 'Elmore Leonard']","['Pam Grier', 'Samuel L. Jackson', 'Robert Forster']","['Crime', 'Drama', 'Thriller']",English,USA,2h 34min,R,25 December 1997 ,64.0,12000000.0,Miramax
tt0245157,Zus & zo,['Paula van der Oest'],['Paula van der Oest'],"['Sylvia Poorta', 'Anneke Blok', 'Monic Hendrickx']","['Comedy', 'Fantasy', 'Romance']",Dutch,Netherlands,1h 46min,Unrated,8 May 2002 ,50.0,,Lifesize Entertainment
tt0083967,Frances,['Graeme Clifford'],"['Eric Bergren', 'Christopher De Vore', '1 more credit']","['Jessica Lange', 'Sam Shepard', 'Kim Stanley']","['Biography', 'Drama', 'Romance']",English,USA,2h 20min,R,11 March 1983 ,48.0,,Universal Pictures
tt0450188,La Vie En Rose,['Olivier Dahan'],"['Isabelle Sobelman', 'Olivier Dahan']","['Marion Cotillard', 'Sylvie Testud', 'Pascal Greggory']","['Biography', 'Drama', 'Music', 'Romance']",French,France,2h 20min,PG-13,20 July 2007 ,66.0,25000000.0,Picturehouse
tt0258068,The Quiet American,['Phillip Noyce'],"['Graham Greene', 'Christopher Hampton', '1 more credit']","['Michael Caine', 'Brendan Fraser', 'Thi Hai Yen Do']","['Drama', 'Romance', 'Thriller', 'War']",English,UK,1h 41min,R,7 March 2003 ,84.0,30000000.0,Miramax
tt0085380,Cross Creek,['Martin Ritt'],"['Marjorie Kinnan Rawlings', 'Dalene Young']","['Mary Steenburgen', 'Rip Torn', 'Peter Coyote']","['Biography', 'Drama', 'Romance']",English,USA,2h 7min,PG,27 October 1983 ,,,Associated Film Distribution
tt1504320,The King's Speech,['Tom Hooper'],['David Seidler'],"['Colin Firth', 'Geoffrey Rush', 'Helena Bonham Carter']","['Biography', 'Drama', 'History']",English,UK,1h 58min,R,25 December 2010 ,88.0,15000000.0,The Weinstein Company
tt0118849,Children of Heaven,['Majid Majidi'],['Majid Majidi'],"['Mohammad Amir Naji', 'Amir Farrokh Hashemian', 'Bahare Seddiqi']","['Drama', 'Family', 'Sport']",Persian,Iran,1h 29min,PG,22 January 1999 ,77.0,180000.0,Miramax Family Films
tt0084136,Ingenjör Andrées luftfärd,['Jan Troell'],"['Klaus Rifbjerg', 'Ian Rakoff', '3 more credits']","['Max von Sydow', 'Sverre Anker Ousdal', 'Göran Stangertz']","['Adventure', 'Biography', 'Drama']",Swedish,Sweden,2h 20min,2h 20min,,,,Summit
tt0875034,Nine,['Rob Marshall'],"['Michael Tolkin', 'Anthony Minghella', '3 more credits']","['Daniel Day-Lewis', 'Marion Cotillard', 'Penélope Cruz']","['Drama', 'Musical', 'Romance']",English,UK,1h 58min,PG-13,25 December 2009 ,49.0,80000000.0,The Weinstein Company
tt0158302,Under solen,['Colin Nutley'],"['H.E. Bates', 'Johanna Hald', '2 more credits']","['Rolf Lassgård', 'Helena Bergström', 'Johan Widerberg']","['Drama', 'Romance']",Swedish,Sweden,2h 10min,2h 10min,,60.0,,Shadow Distribution
tt0105151,The Player,['Robert Altman'],"['Michael Tolkin', 'Michael Tolkin']","['Tim Robbins', 'Greta Scacchi', 'Fred Ward']","['Comedy', 'Crime', 'Drama', 'Thriller']",English,USA,2h 4min,R,8 May 1992 ,86.0,8000000.0,Fine Line Features
tt0097123,Crimes and Misdemeanors,['Woody Allen'],['Woody Allen'],"['Martin Landau', 'Woody Allen', 'Bill Bernstein']","['Comedy', 'Drama']",English,USA,1h 44min,PG-13,3 November 1989 ,77.0,19000000.0,Orion Pictures
tt0388795,Brokeback Mountain,['Ang Lee'],"['Annie Proulx', 'Larry McMurtry', '1 more credit']","['Jake Gyllenhaal', 'Heath Ledger', 'Michelle Williams']","['Drama', 'Romance']",English,USA,2h 14min,R,13 January 2006 ,87.0,14000000.0,Focus Features
tt0457655,After the Wedding,['Susanne Bier'],"['Susanne Bier', 'Anders Thomas Jensen', '1 more credit']","['Mads Mikkelsen', 'Sidse Babett Knudsen', 'Rolf Lassgård']",['Drama'],Danish,Denmark,2h,R,11 May 2007 ,78.0,,IFC Films
tt0335266,Lost in Translation,['Sofia Coppola'],['Sofia Coppola'],"['Bill Murray', 'Scarlett Johansson', 'Giovanni Ribisi']","['Comedy', 'Drama']",English,USA,1h 42min,R,3 October 2003 ,89.0,4000000.0,Focus Features
tt4669986,Loving,['Jeff Nichols'],"['Jeff Nichols', 'Nancy Buirski']","['Ruth Negga', 'Joel Edgerton', 'Will Dalton']","['Biography', 'Drama', 'Romance']",English,UK,2h 3min,PG-13,4 November 2016 ,79.0,9000000.0,Focus Features
tt6294822,The Post,['Steven Spielberg'],"['Liz Hannah', 'Josh Singer']","['Meryl Streep', 'Tom Hanks', 'Sarah Paulson']","['Drama', 'Thriller']",English,USA,1h 56min,PG-13,12 January 2018 ,83.0,50000000.0,Twentieth Century Fox
tt0449467,Babel,['Alejandro G. Iñárritu'],"['Guillermo Arriaga', 'Guillermo Arriaga', '1 more credit']","['Brad Pitt', 'Cate Blanchett', 'Gael García Bernal']",['Drama'],English,France,2h 23min,R,10 November 2006 ,69.0,25000000.0,Paramount Vantage
tt0093713,Pelle the Conqueror,['Bille August'],"['Martin Andersen Nexø', 'Bille August', '2 more credits']","['Pelle Hvenegaard', 'Max von Sydow', 'Erik Paaske']",['Drama'],Finnish,Denmark,2h 37min,PG-13,21 December 1988 ,,,Miramax
tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,['Gore Verbinski'],"['Ted Elliott', 'Terry Rossio', '4 more credits']","['Johnny Depp', 'Geoffrey Rush', 'Orlando Bloom']","['Action', 'Adventure', 'Fantasy']",English,USA,2h 23min,PG-13,9 July 2003 ,63.0,140000000.0,Buena Vista Pictures
tt1399683,Winter's Bone,['Debra Granik'],"['Debra Granik', 'Anne Rosellini', '1 more credit']","['Jennifer Lawrence', 'John Hawkes', 'Garret Dillahunt']","['Drama', 'Mystery']",English,USA,1h 40min,R,16 July 2010 ,90.0,2000000.0,Roadside Attractions
tt0280707,Gosford Park,['Robert Altman'],"['Julian Fellowes', 'Robert Altman', '1 more credit']","['Maggie Smith', 'Ryan Phillippe', 'Michael Gambon']","['Comedy', 'Drama', 'Mystery']",English,USA,2h 11min,R,18 January 2002 ,90.0,19800000.0,USA Films
tt8649186,Corpus Christi,['Jan Komasa'],['Mateusz Pacewicz'],"['Bartosz Bielenia', 'Aleksandra Konieczna', 'Eliza Rycembel']",['Drama'],Polish,Poland,1h 55min,1h 55min,,77.0,,Film Movement
tt0089881,Ran,['Akira Kurosawa'],"['Akira Kurosawa', 'Hideo Oguni', '2 more credits']","['Tatsuya Nakadai', 'Akira Terao', 'Jinpachi Nezu']","['Action', 'Drama', 'War']",Japanese,Japan,2h 42min,R,1 June 1985 ,96.0,11500000.0,Orion Classics
tt1185616,Waltz with Bashir,['Ari Folman'],['Ari Folman'],"['Ari Folman', 'Ron Ben-Yishai', 'Ronny Dayag']","['Documentary', 'Animation', 'Biography', 'Drama', 'History', 'Mystery', 'War']",Hebrew,Israel,1h 30min,R,12 June 2008 ,91.0,1500000.0,Sony Pictures Classics
tt0478304,The Tree of Life,['Terrence Malick'],['Terrence Malick'],"['Brad Pitt', 'Sean Penn', 'Jessica Chastain']","['Drama', 'Fantasy']",English,USA,2h 19min,PG-13,17 May 2011 ,85.0,32000000.0,Twentieth Century Fox
tt1866249,The Sessions,['Ben Lewin'],"['Ben Lewin', ""Mark O'Brien""]","['John Hawkes', 'Helen Hunt', 'William H. Macy']","['Biography', 'Comedy', 'Drama', 'Romance']",English,USA,1h 35min,R,16 November 2012 ,79.0,1000000.0,Fox Searchlight Pictures
tt1613750,Kon-Tiki,"['Joachim Rønning', 'Espen Sandberg']",['Petter Skavlan'],"['Pål Sverre Hagen', 'Anders Baasmo Christiansen', 'Gustaf Skarsgård']","['Adventure', 'Biography', 'Drama', 'History']",Norwegian,UK,1h 58min,PG-13,26 April 2013 ,62.0,16600000.0,
tt6000478,"Roman J. Israel, Esq.",['Dan Gilroy'],['Dan Gilroy'],"['Denzel Washington', 'Colin Farrell', 'Carmen Ejogo']","['Crime', 'Drama', 'Thriller']",English,Canada,2h 2min,PG-13,22 November 2017 ,58.0,22000000.0,Columbia Pictures
tt0497465,Vicky Cristina Barcelona,['Woody Allen'],['Woody Allen'],"['Rebecca Hall', 'Scarlett Johansson', 'Javier Bardem']","['Comedy', 'Drama', 'Romance']",English,Spain,1h 36min,PG-13,15 August 2008 ,70.0,15500000.0,Metro-Goldwyn-Mayer
tt0112384,Apollo 13,['Ron Howard'],"['Jim Lovell', 'Jeffrey Kluger', '2 more credits']","['Tom Hanks', 'Bill Paxton', 'Kevin Bacon']","['Adventure', 'Drama', 'History']",English,USA,2h 20min,PG,30 June 1995 ,77.0,52000000.0,Universal Pictures
tt4285496,Embrace of the Serpent,['Ciro Guerra'],"['Ciro Guerra', 'Theodor Koch-Grünberg', '2 more credits']","['Nilbio Torres', 'Jan Bijvoet', 'Antonio Bolívar']","['Adventure', 'Drama']",Spanish,Colombia,2h 5min,Not Rated,25 May 2015 ,82.0,1400000.0,Oscilloscope
tt7048622,The Insult,['Ziad Doueiri'],"['Ziad Doueiri', 'Joelle Touma']","['Adel Karam', 'Kamel El Basha', 'Camille Salameh']","['Crime', 'Drama', 'Thriller']",Arabic,France,1h 53min,R,25 June 2019 ,72.0,3000000.0,Cohen Media Group
tt0234288,Divided We Fall,['Jan Hrebejk'],"['Jan Hrebejk', 'Petr Jarchovský', '1 more credit']","['Bolek Polívka', 'Csongor Kassai', 'Jaroslav Dusek']","['Comedy', 'Drama', 'War']",German,Czech Republic,1h 57min,PG-13,16 March 2000 ,69.0,,Columbia TriStar Home Entertainment
tt0120633,A Civil Action,['Steven Zaillian'],"['Jonathan Harr', 'Steven Zaillian']","['John Travolta', 'Robert Duvall', 'Kathleen Quinlan']",['Drama'],English,USA,1h 55min,PG-13,8 January 1999 ,68.0,75000000.0,Buena Vista Pictures
tt0328538,Thirteen,['Catherine Hardwicke'],"['Catherine Hardwicke', 'Nikki Reed']","['Evan Rachel Wood', 'Holly Hunter', 'Nikki Reed']",['Drama'],English,USA,1h 40min,R,19 September 2003 ,70.0,2000000.0,Fox Searchlight Pictures
tt0104036,The Crying Game,['Neil Jordan'],['Neil Jordan'],"['Stephen Rea', 'Jaye Davidson', 'Forest Whitaker']","['Crime', 'Drama', 'Romance', 'Thriller']",English,UK,1h 52min,R,19 February 1993 ,90.0,,Miramax
tt0082096,Das Boot,['Wolfgang Petersen'],"['Wolfgang Petersen', 'Lothar G. Buchheim']","['Jürgen Prochnow', 'Herbert Grönemeyer', 'Klaus Wennemann']","['Adventure', 'Drama', 'Thriller', 'War']",German,West Germany,2h 29min,R,10 February 1982 ,86.0,,Triumph Films
tt2584384,Jojo Rabbit,['Taika Waititi'],"['Christine Leunens', 'Taika Waititi']","['Roman Griffin Davis', 'Thomasin McKenzie', 'Scarlett Johansson']","['Comedy', 'Drama', 'War']",English,New Zealand,1h 48min,PG-13,8 November 2019 ,58.0,14000000.0,Fox Searchlight Pictures
tt0083866,E.T. the Extra-Terrestrial,['Steven Spielberg'],['Melissa Mathison'],"['Henry Thomas', 'Drew Barrymore', 'Peter Coyote']","['Family', 'Sci-Fi']",English,USA,1h 55min,PG,11 June 1982 ,91.0,10500000.0,Universal Pictures
tt0093389,The Last Emperor,['Bernardo Bertolucci'],"['Mark Peploe', 'Bernardo Bertolucci', '1 more credit']","['John Lone', 'Joan Chen', ""Peter O'Toole""]","['Biography', 'Drama', 'History']",English,UK,2h 43min,PG-13,15 April 1988 ,76.0,,Columbia Pictures
tt0079696,Panny z Wilka,['Andrzej Wajda'],"['Jaroslaw Iwaszkiewicz', 'Zbigniew Kaminski']","['Daniel Olbrychski', 'Anna Seniuk', 'Maja Komorowska']","['Drama', 'Romance']",Polish,Poland,1h 58min,1h 58min,,,,Vanguard Cinema
tt0250797,Unfaithful,['Adrian Lyne'],"['Claude Chabrol', 'Alvin Sargent', '1 more credit']","['Richard Gere', 'Diane Lane', 'Olivier Martinez']","['Drama', 'Romance', 'Thriller']",English,France,2h 4min,R,10 May 2002 ,63.0,50000000.0,Twentieth Century Fox
tt0085297,Carmen,['Carlos Saura'],"['Prosper Mérimée', 'Carlos Saura', '1 more credit']","['Antonio Gades', 'Laura del Sol', 'Paco de Lucía']","['Drama', 'Music', 'Romance']",Spanish,Spain,1h 42min,R,2 May 1983 ,,,Orion Classics
tt2718492,Ida,['Pawel Pawlikowski'],"['Pawel Pawlikowski', 'Rebecca Lenkiewicz']","['Agata Kulesza', 'Agata Trzebuchowska', 'Dawid Ogrodnik']",['Drama'],Polish,Poland,1h 22min,PG-13,25 October 2013 ,91.0,,Music Box Films
tt0790636,Dallas Buyers Club,['Jean-Marc Vallée'],"['Craig Borten', 'Melisa Wallack']","['Matthew McConaughey', 'Jennifer Garner', 'Jared Leto']","['Biography', 'Drama']",English,USA,1h 57min,R,22 November 2013 ,80.0,5000000.0,Focus Features
tt2278388,The Grand Budapest Hotel,['Wes Anderson'],"['Stefan Zweig', 'Wes Anderson', '2 more credits']","['Ralph Fiennes', 'F. Murray Abraham', 'Mathieu Amalric']","['Adventure', 'Comedy', 'Crime']",English,Germany,1h 39min,R,28 March 2014 ,88.0,25000000.0,Fox Searchlight Pictures
tt2119532,Hacksaw Ridge,['Mel Gibson'],"['Robert Schenkkan', 'Andrew Knight']","['Andrew Garfield', 'Sam Worthington', 'Luke Bracey']","['Biography', 'Drama', 'History', 'War']",English,Australia,2h 19min,R,4 November 2016 ,71.0,40000000.0,Lionsgate
tt0099422,Dick Tracy,['Warren Beatty'],"['Chester Gould', 'Jim Cash', '1 more credit']","['Warren Beatty', 'Madonna', 'Al Pacino']","['Action', 'Comedy', 'Crime', 'Music', 'Romance', 'Thriller']",English,USA,1h 45min,PG,15 June 1990 ,68.0,47000000.0,Buena Vista Pictures Distribution
tt0111579,Burnt by the Sun,['Nikita Mikhalkov'],"['Nikita Mikhalkov', 'Rustam Ibragimbekov', '3 more credits']","['Nikita Mikhalkov', 'Ingeborga Dapkunaite', 'Oleg Menshikov']","['Drama', 'History', 'War']",Russian,Russia,2h 15min,R,21 April 1995 ,,2800000.0,Columbia TriStar Home Video
tt0090830,Children of a Lesser God,['Randa Haines'],"['Mark Medoff', 'Hesper Anderson', '1 more credit']","['William Hurt', 'Marlee Matlin', 'Piper Laurie']","['Drama', 'Romance']",English,USA,1h 59min,R,31 October 1986 ,80.0,10500000.0,Paramount Pictures
